ASIN,price,quantity,open_date,item_is_marketplace,featured_offer_buy_box_percentage,Sales Rank: Current,Reviews: Rating,Reviews: Review Count,Buy Box 🚚: Stock,Buy Box: Is FBA,Brand,Prime Eligible (Buy Box),Subscribe and Save,Last Price Change,Buy Box Seller
B08YS6DHS2,4.29,0,2023-10-06 10:11:47,y,100.0,236488.0,4.2,28.0,63.0,yes,PoundMax,yes,no,2023/11/21 22:00,1
B01GAS9QZU,2.79,0,2023-10-06 10:13:40,y,98.7,28199.0,4.5,1576.0,2.0,yes,PoundMax,yes,no,2024/06/04 10:56,1
B07VQ2NFC9,3.99,0,2023-10-06 10:17:43,y,100.0,64356.0,4.4,414.0,697.0,yes,PoundMax,yes,no,2024/04/17 10:14,1
B07VLTC2T2,3.49,0,2023-10-06 10:18:44,y,99.4,59019.0,4.5,409.0,352.0,yes,PoundMax,yes,no,2024/06/04 07:16,1
B07VS941QK,3.49,0,2023-10-06 10:19:41,y,97.78,87011.0,4.5,166.0,0.0,yes,PoundMax,yes,no,2024/06/04 10:56,1
B07VNYXBGV,2.79,0,2023-10-06 10:20:33,y,100.0,103269.0,4.2,675.0,605.0,yes,PoundMax,yes,no,2024/05/31 14:58,1
B00XES28ZK,3.49,0,2023-10-06 10:21:28,y,100.0,17436.0,4.5,1124.0,626.0,yes,PoundMax,yes,no,2023/12/20 07:16,1
B08YS6Y5BG,6.49,0,2023-10-06 10:22:57,y,96.88,192611.0,4.6,46.0,0.0,no,PoundMax,yes,no,2024/06/04 10:56,1
B00WPVIALS,6.29,0,2023-10-06 10:24:05,y,100.0,58659.0,4.5,51.0,0.0,yes,PoundMax,yes,no,2024/05/30 06:50,1
B00XETXCUY,3.99,0,2023-10-06 10:25:57,y,98.91,58659.0,4.4,372.0,0.0,yes,PoundMax,yes,no,2024/02/28 14:32,1
B086RY55D8,2.99,0,2023-10-06 10:29:39,y,99.38,32696.0,4.3,901.0,2.0,yes,PoundMax,yes,no,2024/06/04 10:56,1
B01GAS1O5U,3.49,0,2023-10-06 11:08:18,y,100.0,45823.0,4.5,7643.0,124.0,yes,PoundMax,yes,no,2024/05/26 19:08,1
B08F4MCCQY,2.79,0,2023-10-06 11:13:50,y,98.93,22226.0,4.2,3504.0,2.0,yes,PoundMax,yes,no,2024/05/28 03:36,1
B07VMZ2466,3.49,0,2023-10-06 11:16:33,y,100.0,75983.0,4.5,930.0,554.0,yes,PoundMax,yes,no,2024/05/25 12:32,1
B09LMKMGXF,24.49,15,2023-10-17 21:11:37,y,0.0,36494.0,4.6,418.0,15.0,no,Dash,no,no,2024/05/24 04:52,0
B09LMJHHFK,24.49,14,2023-10-17 21:14:30,y,1.51,44086.0,4.5,82.0,14.0,no,Dash,no,no,2024/06/04 10:56,0
B0BXLH8L47,46.0,0,2023-10-20 11:55:52,y,4.49,119542.0,5.0,1.0,0.0,no,Milka,no,no,2024/01/27 10:48,0
B09X78LF5P,8.9,46,2023-10-25 14:19:17,y,52.69,44043.0,1.0,1.0,21.0,no,Restorex,no,no,2023/11/28 08:00,1
B09X7B8BPR,8.9,57,2023-10-25 14:22:12,y,56.79,198745.0,5.0,1.0,57.0,no,Restorex,no,no,2024/06/02 04:00,1
B0C53ZDC7W,8.9,8,2023-10-25 14:23:28,y,58.2,173109.0,2.5,3.0,12.0,no,Restorex,no,no,2023/08/14 23:16,1
B085VXBL8S,14.9,85,2023-10-26 12:53:39,y,59.23,69725.0,5.0,1.0,90.0,no,BIOBLAS,no,no,2024/01/30 06:40,1
B0CM16XTZB,9.39,161,2023-10-28 15:30:37,y,83.38,5262.0,4.7,40.0,12.0,no,Univer Product Zrt.,no,no,2024/06/01 04:28,1
B07XJZFW9R,9.35,149,2023-10-28 17:03:10,y,100.0,143508.0,4.9,72.0,149.0,no,Piros Arany,no,no,2024/06/04 02:36,0
B0CM1CXZFL,9.39,19,2023-10-28 17:54:18,y,85.05,26932.0,5.0,10.0,44.0,no,Univer Product Zrt.,no,no,2024/05/31 22:52,1
B09QKR9YP4,7.89,9,2023-10-30 10:01:04,y,84.58,22186.0,4.6,9.0,6.0,no,UNIVER,no,no,2024/02/24 22:16,1
B0C666SMJF,54.49,0,2023-10-31 14:19:03,y,0.0,42929.0,4.0,168.0,0.0,no,Nutella,yes,no,2024/05/31 05:16,0
B0CL3FW2LP,52.49,0,2023-10-31 14:26:30,y,0.0,43267.0,3.6,102.0,0.0,no,Zama4Zingo,no,no,2024/05/29 21:08,0
B0BSS7PH8P,16.95,0,2023-11-04 21:38:31,y,66.67,191450.0,5.0,2.0,0.0,no,Gülcan,no,no,2024/04/13 02:24,0
B0CMRS2QD5,7.89,82,2023-11-06 20:54:09,y,82.78,12711.0,4.5,17.0,129.0,no,Univer Product Zrt.,no,no,2024/05/24 05:24,1
B00E91BVRM,8.49,0,2023-11-09 15:19:15,y,0.09,49222.0,0.0,0.0,0.0,no,Ferrero,no,no,2011/01/01 01:00,1
B015FWLMAO,21.15,119,2023-11-14 09:55:10,y,40.0,118222.0,5.0,8.0,119.0,no,UNIVER,no,no,2024/06/02 20:18,1
B00PUHDMKS,20.19,84,2023-11-14 09:58:31,y,45.65,40857.0,4.6,123.0,5.0,no,UNIVER,no,no,2024/06/03 23:40,1
B00PUHDMMQ,14.13,103,2023-11-14 10:00:20,y,46.78,39984.0,4.6,123.0,105.0,no,UNIVER,no,no,2023/12/24 01:48,1
B00NE2LGIQ,11.95,117,2023-11-14 10:03:13,y,22.11,4270.0,4.4,71.0,120.0,no,UNIVER,no,no,2024/04/17 08:24,1
B00NE2U9DO,16.68,119,2023-11-14 10:06:23,y,25.0,4270.0,5.0,14.0,120.0,no,UNIVER,no,no,2024/06/04 10:56,1
B00JMB3UYG,12.15,119,2023-11-14 12:58:22,y,1.05,4270.0,4.8,550.0,5.0,yes,UNIVER,yes,no,2024/06/04 09:34,1
B0012NYAZK,7.45,0,2023-11-15 13:22:59,y,0.79,93422.0,3.9,88.0,0.0,no,Kinder,no,no,2024/01/09 09:22,0
B07VQ2NMD3,6.49,0,2023-11-23 13:30:36,y,80.0,313196.0,3.7,33.0,0.0,yes,PoundMax,yes,no,2024/04/06 00:48,1
B07WDZ25KH,3.99,0,2023-11-23 13:34:25,y,100.0,264780.0,4.2,22.0,0.0,no,PoundMax,yes,no,2024/05/30 15:24,0
B00WPVBQR8,3.29,0,2023-11-23 13:38:44,y,77.78,141072.0,4.5,321.0,564.0,yes,PoundMax,yes,no,2024/05/30 05:46,1
B00AHD2FZ8,9.89,0,2023-12-01 13:23:29,y,82.74,75905.0,4.4,186.0,0.0,no,HELA,no,no,2024/03/04 08:42,0
B00R6D9KOQ,22.95,0,2023-12-03 15:59:58,y,15.87,17598.0,4.4,271.0,3.0,no,Trolli,no,no,2024/06/02 23:04,1
B08G1DPHDJ,29.49,2,2023-12-10 14:47:08,y,0.0,71859.0,4.5,72.0,2.0,no,Teekanne,yes,no,2024/01/06 05:40,0
B00GGS5LSG,24.92,29,2023-12-14 16:11:31,y,7.57,7339.0,4.8,449.0,39.0,no,UNIVER,no,no,2024/06/04 05:40,1
B017R20GY8,29.49,0,2023-12-14 16:21:59,y,30.23,15546.0,4.7,10.0,44.0,no,Teekanne GmbH & Co. KG,no,no,2024/06/04 04:24,1
B0073D1HQ8,12.89,48,2023-12-14 16:23:00,y,1.33,93479.0,4.4,164.0,48.0,no,Teekanne,no,no,2024/06/04 04:24,0
B07VSY93H2,4.29,0,2024-01-07 17:20:30,y,100.0,144068.0,4.4,964.0,2.0,yes,PoundMax,yes,no,2024/06/03 04:56,1
B07VQ2NFJV,3.29,0,2024-01-09 09:06:51,y,100.0,167228.0,4.4,95.0,108.0,yes,PoundMax,yes,no,2024/03/28 04:20,1
B00PUHDMI0,34.89,49,2024-01-14 17:31:03,y,7.81,39984.0,4.6,123.0,5.0,no,UNIVER,no,no,2024/06/03 23:40,1
B08CVKLM3C,5.99,0,2024-01-17 08:51:28,y,0.0,9972.0,3.5,38.0,0.0,no,Falim,yes,no,2024/04/09 20:32,0
B00XAGVG04,5.84,0,2024-01-17 08:54:05,y,0.0,14981.0,3.6,41.0,117.0,yes,Falim,yes,no,2024/05/31 21:30,1
B00GTF0UJ6,14.65,16,2024-01-17 13:27:26,y,1.47,5071.0,4.2,823.0,6.0,no,COOL,no,no,2024/06/02 17:24,1
B0041VVYPE,14.65,27,2024-01-17 13:37:50,y,0.0,5623.0,4.2,823.0,143.0,no,COOL,no,no,2024/06/04 06:54,1
B081D6JY6N,11.49,0,2024-01-17 13:50:05,y,5.25,27865.0,4.2,116.0,37.0,no,Tise Süsswaren,no,no,2024/06/04 08:56,1
B01H99YWUI,7.99,10,2024-01-28 12:36:59,y,100.0,362162.0,4.5,2086.0,177.0,yes,PalliPartners,yes,no,2024/06/04 10:56,1
B00WD0NRS2,6.99,17,2024-01-28 12:51:48,y,100.0,652904.0,4.5,453.0,17.0,no,PoundMax,no,no,2024/06/04 10:56,0
B00WPV5F4S,6.99,9,2024-01-28 12:53:12,y,100.0,17436.0,4.3,88.0,1.0,no,PoundMax,no,no,2024/06/04 10:56,1
B07HB23YJZ,21.89,29,2024-02-04 16:17:17,y,60.0,121186.0,4.3,13.0,1.0,no,WC-Ente,no,no,2024/05/23 20:50,1
B0081459XU,13.79,43,2024-02-04 16:18:44,y,33.33,121186.0,4.2,117.0,43.0,no,WC-Ente,no,no,2024/05/19 18:12,0
B0768FK732,6.89,300,2024-02-08 21:26:40,y,0.02,1513.0,4.6,1416.0,5.0,yes,WC-Ente,yes,yes,2024/06/03 02:04,1
B077LY18WK,14.1,88,2024-02-15 15:37:05,y,2.53,4123.0,4.5,403.0,291.0,no,Casa Mayor,no,no,2024/05/24 18:06,1
B003UA0NAO,14.49,97,2024-02-15 15:39:07,y,46.98,22962.0,4.0,87.0,97.0,no,Casa Mayor,no,no,2024/05/30 23:04,1
B07SFQPZZ4,6.95,400,2024-02-15 15:42:00,y,79.31,61131.0,4.1,86.0,400.0,no,Casa Mayor,no,no,2024/02/25 11:56,1
B017QA680C,25.49,21,2024-02-15 15:46:48,y,55.88,61131.0,3.7,29.0,24.0,no,Casa Mayor,no,no,2024/05/27 22:40,1
B017R33PFO,14.8,16,2024-02-15 15:48:17,y,52.24,24802.0,3.8,85.0,51.0,no,Sti,no,no,2024/04/29 08:42,1
B088TXZQ6S,7.89,96,2024-02-15 15:50:13,y,85.71,225531.0,4.5,5.0,96.0,no,CasaMayor,no,no,2024/06/02 15:58,1
B0058GZOUM,9.39,119,2024-02-15 15:57:17,y,20.93,61604.0,4.1,42.0,37.0,no,Chtoura Garden,no,no,2024/06/04 10:56,1
B00TYA2JH4,9.0,50,2024-02-16 13:56:40,y,12.5,20059.0,4.3,149.0,15.0,no,Chtoura,no,no,2024/06/04 10:56,1
B08B4Z19XX,9.95,41,2024-02-16 14:01:21,y,10.74,3025.0,4.5,245.0,31.0,yes,Chtoura Garden,yes,no,2024/06/04 04:36,1
B08B4Y875F,14.9,4,2024-02-16 14:06:46,y,11.11,17463.0,3.6,34.0,4.0,no,Chtoura Garden,no,no,2024/06/01 22:02,1
B09JNVDSR9,23.49,11,2024-02-16 14:36:53,y,63.64,97060.0,4.8,10.0,1.0,no,ebaney,no,no,2024/04/23 19:00,1
B01GTRKQME,23.49,49,2024-02-16 14:38:28,y,50.0,25430.0,4.1,27.0,19.0,no,Doganay,no,no,2024/06/03 19:12,1
B00BOAECMM,9.4,56,2024-02-16 14:51:27,y,15.12,48362.0,4.5,101.0,9.0,no,Haci Sakir,no,no,2024/06/01 04:56,1
B07JZ4JNQW,9.49,78,2024-02-16 14:54:56,y,33.33,101805.0,4.3,11.0,80.0,no,Haci Sakir,no,no,2024/04/30 16:16,1
B00OVG8XGM,9.79,78,2024-02-16 14:56:34,y,75.86,35540.0,4.6,3.0,40.0,no,Haci Sakir,no,no,2024/05/12 19:32,1
B08LT2DNP5,24.49,10,2024-02-16 15:00:18,y,66.67,429150.0,0.0,0.0,10.0,no,Hacı Şakir,no,no,2024/03/01 12:46,1
B088ZTCZJN,9.89,44,2024-02-16 15:02:22,y,0.0,429150.0,4.0,1.0,44.0,no,hacı şakir,no,no,2024/03/31 17:40,0
B0B1MCFWGW,9.6,44,2024-02-16 15:06:38,y,68.42,243596.0,3.8,5.0,5.0,yes,kenparazzi,yes,no,2024/06/04 10:56,1
B00M2V735K,9.6,42,2024-02-16 15:11:10,y,34.48,135184.0,4.1,18.0,42.0,no,Haci Sakir,no,no,2024/06/01 02:48,1
B0CVSKTR77,15.0,0,2024-02-16 23:53:16,y,97.67,8750.0,4.5,42.0,148.0,yes,Ben's Garden,yes,no,2024/04/04 15:52,1
B0CVTDPQZ4,18.95,0,2024-02-17 00:01:08,y,97.49,8750.0,4.5,42.0,108.0,yes,Ben's Garden,yes,no,2024/04/29 14:24,1
B0CVV33WBV,19.95,0,2024-02-17 12:58:05,y,98.25,8750.0,4.5,42.0,116.0,yes,Ben's Garden,yes,no,2024/04/29 14:24,1
B0043ZWJS4,6.49,0,2024-02-17 22:39:35,y,0.0,19607.0,4.8,314.0,0.0,no,UNIVER,yes,no,2024/05/08 16:48,0
B0BC678BKW,7.45,495,2024-02-23 23:18:18,y,40.0,151796.0,5.0,3.0,1000.0,no,UNIVER,no,no,2024/06/01 00:46,1
B0BC6GB3P8,7.45,486,2024-02-23 23:22:23,y,58.33,90814.0,5.0,1.0,488.0,no,UNIVER,no,no,2024/06/01 02:46,1
B07V85LT7L,6.89,117,2024-02-23 23:25:20,y,76.92,140213.0,4.5,9.0,117.0,no,UNIVER,no,no,2024/03/12 05:56,1
B00GG0K706,9.95,145,2024-02-25 17:29:52,y,53.19,47056.0,4.6,106.0,145.0,no,UNIVER,no,no,2024/04/07 08:12,1
B00AZ3QFUQ,18.89,198,2024-02-25 17:36:01,y,2.76,18147.0,4.7,320.0,58.0,no,UNIVER,no,no,2024/05/11 04:52,1
B07HFZD9LN,14.89,188,2024-02-25 17:39:57,y,65.15,48003.0,4.7,99.0,188.0,no,UNIVER,no,no,2024/04/21 08:00,1
B07MZ8KBCH,14.49,86,2024-02-25 17:43:57,y,73.08,40009.0,4.9,74.0,87.0,no,UNIVER,no,no,2024/02/27 11:36,1
B0CWMX8CXF,8.95,44,2024-02-27 22:27:50,y,21.43,72818.0,4.0,1.0,49.0,no,Univer Product Zrt.,no,no,2024/04/09 10:16,1
B0CWVLS1HT,12.89,46,2024-03-01 14:50:58,y,78.18,61787.0,4.5,2.0,49.0,no,Univer Product Zrt.,no,no,2024/05/17 17:08,1
B0CX35TCYM,7.49,43,2024-03-04 20:38:43,y,73.33,70716.0,5.0,1.0,43.0,no,Univer Product Zrt.,no,no,2024/03/07 01:36,0
B0CX2P4Q4B,7.49,46,2024-03-04 21:26:41,y,85.71,139944.0,0.0,0.0,46.0,no,Univer Product Zrt.,no,no,2024/03/08 05:24,0
B0CX3FLZTH,7.49,45,2024-03-04 22:49:44,y,100.0,322258.0,2.0,1.0,45.0,no,Univer Product Zrt.,no,no,2024/03/17 01:04,0
B0BXFCQMN3,13.89,22,2024-03-06 13:52:15,y,0.24,510.0,4.5,2508.0,5.0,yes,Sebamed,yes,yes,2024/06/04 07:12,1
B0CXNBQR3R,5.95,36,2024-03-10 17:58:50,y,100.0,151989.0,4.0,1.0,37.0,no,Univer Product Zrt.,no,no,2024/05/17 11:48,1
B0CXN94L79,5.95,31,2024-03-10 18:32:24,y,100.0,117378.0,4.0,1.0,31.0,no,Univer Product Zrt.,no,no,2024/05/31 00:52,1
B00V7VXO54,34.43,12,2024-03-11 13:12:28,y,3.55,33122.0,4.2,4.0,12.0,no,Frosch,no,no,2024/06/04 04:10,1
B00IE3T376,55.89,15,2024-03-11 13:15:14,y,18.18,47925.0,4.2,2115.0,38.0,no,Frosch,no,no,2024/05/15 13:26,1
B00Q8PD558,27.49,26,2024-03-11 13:18:39,y,18.75,64741.0,5.0,5.0,47.0,no,Frosch,no,no,2024/06/03 13:22,1
B09YV4NVWW,12.94,0,2024-03-11 16:43:22,y,10.7,3432.0,4.2,44.0,325.0,yes,Falim,yes,no,2024/06/02 05:14,1
B09YS23521,9.89,188,2024-03-20 21:47:19,y,16.41,54708.0,4.1,13.0,84.0,yes,Falim,yes,no,2024/06/02 20:24,1
B0CYY5FYBG,17.95,39,2024-03-24 14:11:09,y,69.23,448991.0,0.0,0.0,39.0,no,Haci Sakir,no,no,2024/05/09 00:16,0
B07T693MSD,19.24,89,2024-03-26 12:48:13,y,0.0,58116.0,5.0,6.0,4.0,no,Funny-Frisch,no,no,2024/06/04 02:56,1
B079TNYXLJ,12.49,18,2024-03-29 17:42:33,y,5.01,43156.0,4.5,13.0,20.0,no,Dreambaby,no,no,2024/05/21 06:36,1
B0CT6BG5JZ,14.49,0,2024-04-03 08:12:31,y,100.0,273993.0,0.0,0.0,0.0,no,Pufai,no,no,2024/05/31 06:36,0
B00T6844CC,36.95,37,2024-04-03 08:33:51,y,0.0,55830.0,4.2,2115.0,37.0,no,Frosch,no,no,2024/05/09 10:18,0
B07QYT1VP7,35.5,0,2024-04-03 09:48:10,y,73.49,27163.0,5.0,6.0,4.0,no,Coppenrath,no,no,2024/04/22 03:18,1
B0CYGW2NNN,9.89,87,2024-04-09 17:20:56,y,23.32,11262.0,3.0,2.0,88.0,no,FLAMINGO ON THE BEACH,yes,no,2024/06/04 06:44,1
B085X2LKLW,14.0,146,2024-04-10 11:40:19,y,0.0,76044.0,4.7,13.0,146.0,no,BIOBLAS,no,no,2022/05/17 15:12,1
B018AM7ICW,12.98,47,2024-04-13 20:27:29,y,47.37,60366.0,4.6,16.0,47.0,no,Pereja,no,no,2024/06/01 02:18,1
B00NLDM93E,7.85,61,2024-04-13 21:17:31,y,99.35,60366.0,5.0,4.0,20.0,no,Basak,no,no,2024/05/29 05:48,1
B017WFGKQI,29.85,40,2024-04-13 21:26:02,y,21.88,60366.0,4.4,331.0,28.0,yes,PERGAMO Natural Flavor,yes,no,2024/05/12 00:12,1
B0BWYJXRBL,21.79,33,2024-04-13 21:29:56,y,45.45,43418.0,4.3,61.0,107.0,no,Titiz,no,no,2024/06/01 23:30,1
B018ALV5MM,13.79,79,2024-04-13 21:32:59,y,14.63,43572.0,4.3,61.0,214.0,no,Titiz,no,no,2024/04/18 05:50,1
B09L8B5YQW,17.95,48,2024-04-13 21:37:57,y,100.0,23271.0,4.4,34.0,50.0,no,PERGAMO Natural Flavor,no,no,2024/05/11 12:14,1
B017Z11QK4,9.97,47,2024-04-13 21:48:07,y,1.23,7578.0,4.4,661.0,134.0,no,BOGAZICI,no,no,2024/06/03 21:30,1
B07DNXQZFC,15.79,15,2024-04-13 21:53:34,y,13.18,9044.0,4.4,661.0,221.0,no,BOGAZICI,no,no,2024/06/01 05:44,1
B09D3ZCCKQ,48.49,3,2024-04-14 13:41:44,y,8.79,28283.0,5.0,1.0,3.0,no,Genel,no,no,2024/05/30 23:44,1
B07SM13TBC,9.95,22,2024-04-14 13:49:07,y,0.1,12745.0,4.3,104.0,1000.0,no,Dasty Italy,no,no,2024/05/04 17:08,1
B0D1P7385L,24.49,20,2024-04-14 14:02:59,y,100.0,6577.0,5.0,1.0,24.0,no,Generisch,no,no,2024/06/01 16:02,1
B0D1P7PLQS,23.85,38,2024-04-14 14:47:02,y,100.0,4953.0,0.0,0.0,27.0,no,Generisch,no,no,2024/04/24 14:44,1
B0D2NJ9XHG,9.95,94,2024-04-25 09:21:02,y,100.0,123142.0,0.0,0.0,94.0,yes,Falim,yes,no,2024/06/03 04:38,1
B07HH6KH5H,13.49,0,2024-04-25 13:44:05,y,100.0,171735.0,4.2,91.0,0.0,no,Bioxsine,no,no,2024/05/10 12:20,0
B012I5MF8Y,5.89,500,2024-04-25 21:25:22,y,0.0,86939.0,4.5,168.0,500.0,no,Funny-Frisch,yes,no,2024/04/25 22:52,0
