ASIN,price,quantity,open_date,item_is_marketplace,featured_offer_buy_box_percentage,Sales Rank: Current,Reviews: Rating,Reviews: Review Count,Buy Box 🚚: Stock,Buy Box: Is FBA,Brand,Prime Eligible (Buy Box),Subscribe and Save,Last Price Change,Buy Box Seller
B00QVD6EFU,6.5,0,2021-12-27 20:50:33,y,8.57,2968.0,4.4,701.0,19.0,yes,Gülcan,yes,no,2024/06/02 06:56,1
B01N90254W,8.85,0,2021-12-27 20:54:16,y,8.98,6738.0,4.2,311.0,235.0,yes,Gülcan,yes,no,2024/06/04 09:48,1
B017RJUPZ6,14.35,0,2021-12-27 20:57:37,y,17.48,6361.0,4.6,596.0,10.0,no,Gülcan,yes,no,2024/06/04 03:12,1
B00RBQ9KN4,17.89,0,2021-12-27 21:03:28,y,99.76,55288.0,4.5,141.0,80.0,yes,Minas,yes,no,2024/06/03 10:24,1
B07PCQGLZC,13.69,0,2021-12-27 21:16:32,y,100.0,41944.0,4.4,96.0,0.0,no,Gülcan,no,no,2024/03/20 00:06,0
B07821B1BQ,9.75,74,2021-12-29 22:11:34,y,0.78,41944.0,4.1,30.0,74.0,no,Dreambaby,no,no,2024/04/14 15:50,0
B00RBPLLM8,27.95,17,2021-12-30 13:56:32,y,88.53,2931.0,4.6,956.0,25.0,no,HELA,no,no,2024/05/13 16:56,1
B004NPBMDC,27.95,25,2022-01-04 16:49:03,y,11.23,95.0,4.7,3214.0,5.0,no,Chupa Chups,no,no,2024/06/04 09:04,1
B08X1DPX9T,13.16,0,2022-01-04 22:41:45,y,37.52,15025.0,4.6,91.0,35.0,yes,Teekanne,yes,no,2024/06/03 18:04,1
B08G1DV3XZ,10.0,0,2022-01-05 12:55:41,y,3.17,72259.0,4.5,72.0,0.0,no,Teekanne,yes,no,2024/06/04 02:10,0
B075W8DKDJ,8.49,0,2022-01-05 21:24:19,y,99.72,43633.0,4.6,20.0,0.0,no,Dreambaby,no,yes,2024/05/05 05:18,0
B073X49C7K,9.99,0,2022-01-08 20:43:16,y,0.48,92215.0,4.5,164.0,0.0,no,Tempo,no,no,2024/05/31 02:36,0
B00ZWIEP56,25.89,0,2022-01-08 22:50:12,y,0.0,562822.0,4.5,159.0,0.0,no,Emsa,no,no,2023/08/15 13:30,0
B07XYY941C,8.95,0,2022-01-11 22:49:50,y,2.12,30092.0,4.6,180.0,8.0,yes,Gülcan,yes,yes,2024/05/30 07:40,1
B00VFYQZYU,6.99,0,2022-01-11 22:54:27,y,11.18,13546.0,4.6,142.0,80.0,yes,Gülcan,yes,no,2024/05/28 08:28,1
B00TFAQS3O,7.49,0,2022-01-11 23:01:31,y,3.08,13546.0,4.4,119.0,100.0,yes,Gülcan,yes,no,2024/06/04 07:48,1
B00HWTD41O,7.29,0,2022-01-11 23:04:00,y,22.44,28943.0,4.4,121.0,34.0,yes,Gülcan,yes,no,2023/09/23 14:48,1
B00HWTAC5A,7.39,0,2022-01-11 23:05:40,y,1.41,24963.0,4.5,91.0,111.0,yes,Gülcan,yes,no,2024/03/29 12:42,1
B091B3HK4S,22.49,0,2022-01-12 13:19:11,y,0.0,412948.0,4.0,710.0,1.0,no,Emsa,no,no,2024/06/04 10:56,1
B07L7R5PWV,8.69,92,2022-01-12 19:44:55,y,27.61,135538.0,4.6,5.0,96.0,no,BIOBLAS,no,no,2024/05/31 15:44,1
B0028PNPT8,13.49,0,2022-01-12 22:29:14,y,0.0,7467.0,4.6,1104.0,0.0,no,HARIBO,no,no,2024/05/16 14:50,0
B07DPTCNNR,5.98,30,2022-01-14 21:50:34,y,99.13,82907.0,4.7,33.0,30.0,no,Univer Zrt.,no,no,2024/04/17 13:40,0
B07V7329Z3,5.69,78,2022-01-14 21:56:38,y,97.99,87481.0,4.3,55.0,78.0,no,Univer Zrt.,no,no,2024/06/04 10:56,0
B004YXNJB6,5.59,92,2022-01-14 21:58:48,y,100.0,52656.0,4.3,62.0,8.0,yes,UNIVER,yes,yes,2024/05/28 15:04,1
B00IMM8PIC,6.89,0,2022-01-14 22:09:48,y,53.43,28354.0,4.5,106.0,18.0,yes,UNIVER,yes,no,2024/05/30 22:48,1
B0021GO2U0,11.29,0,2022-01-15 12:34:22,y,8.69,242.0,4.4,16614.0,0.0,no,HARIBO,no,no,2024/05/02 21:12,0
B00NU90FV2,11.79,0,2022-01-15 12:48:36,y,40.4,250.0,4.4,16606.0,0.0,no,HARIBO,yes,no,2024/05/16 18:20,0
B06WW2DZ48,12.29,0,2022-01-19 18:33:56,y,4.56,76301.0,4.5,63.0,0.0,no,Bünting Tee,no,yes,2024/05/17 15:32,0
B000TDA49U,23.79,0,2022-01-19 19:34:56,y,7.84,49326.0,4.8,79.0,20.0,no,Bünting,no,no,2024/04/24 04:32,1
B004V2RUE2,13.49,0,2022-01-21 09:40:36,y,61.35,17598.0,4.4,271.0,8.0,no,Trolli,no,no,2024/06/04 10:56,1
B00DRG7FG6,12.39,36,2022-01-21 10:06:42,y,22.16,18061.0,4.4,483.0,106.0,no,PERGAMO Natural Flavor,no,no,2024/06/04 10:20,1
B005UMQEB2,11.39,20,2022-01-21 10:08:47,y,0.0,9566.0,4.2,57.0,6.0,no,Öncü,no,no,2024/05/30 23:04,1
B003TKYZKY,9.8,6,2022-01-30 21:47:21,y,55.07,601.0,4.8,79.0,24.0,yes,Bünting Tee,yes,no,2024/05/20 03:10,1
B001PSMKAY,8.98,0,2022-02-01 21:52:23,y,0.0,601.0,4.5,4792.0,5.0,yes,Sagrotan,yes,yes,2024/06/04 10:42,1
B00E2TNBTW,14.29,40,2022-02-04 21:36:38,y,40.04,20677.0,4.5,184.0,18.0,yes,Caykur,yes,no,2024/06/01 13:18,1
B003D0YN9I,9.89,103,2022-02-04 21:49:28,y,65.73,4924.0,4.2,868.0,103.0,yes,PERGAMO Natural Flavor,yes,no,2024/06/04 04:24,1
B075SM4B6R,11.79,60,2022-02-12 09:00:11,y,0.0,28187.0,4.5,86.0,60.0,no,Babylove,no,no,2024/06/03 19:32,0
B00STQ1682,19.79,46,2022-02-17 13:25:48,y,53.42,6227.0,4.4,157.0,8.0,no,Coppenrath,no,no,2024/06/04 03:38,1
B07LG5T3H4,7.7,0,2022-02-22 09:32:07,y,91.53,62285.0,4.0,39.0,0.0,no,BabyDream,yes,yes,2024/04/26 04:06,0
B0027G7DF0,5.79,0,2022-02-24 11:46:35,y,40.3,109632.0,4.2,54.0,0.0,no,Ferrero,yes,no,2024/01/30 08:16,0
B09J8PXZTZ,4.49,0,2022-02-24 21:31:54,y,24.64,55955.0,4.4,87.0,0.0,no,Milka,yes,no,2024/05/10 08:08,0
B09J8S7LNG,12.49,0,2022-02-24 21:40:37,y,1.36,60036.0,4.4,104.0,0.0,no,Milka,no,no,2024/05/31 16:24,0
B07ZG3J2YZ,44.89,0,2022-02-24 21:50:19,y,0.46,63642.0,4.4,75.0,0.0,no,Milka,no,no,2024/04/07 20:32,0
B084HJ58NC,44.89,0,2022-02-24 21:51:47,y,24.95,67054.0,4.7,120.0,0.0,no,Milka,no,no,2024/05/24 22:54,0
B00561GPB6,33.49,0,2022-02-25 23:13:24,y,0.0,359.0,4.7,5264.0,1000.0,yes,Chupa Chups,yes,yes,2024/06/03 02:32,1
B00SA7S7I2,8.89,0,2022-02-26 21:11:54,y,36.22,79510.0,4.8,17.0,0.0,no,MDybf,no,no,2024/04/26 23:28,0
B00PBTGAJA,7.98,0,2022-02-26 21:13:16,y,0.91,92012.0,3.4,61.0,0.0,no,Ferrero,no,no,2024/05/07 19:40,0
B00SA7S8QI,8.89,0,2022-02-26 21:25:30,y,26.62,80121.0,4.5,17.0,0.0,no,Ferrero Deutschland GmbH,no,no,2024/04/21 20:52,0
B00DE5YU8G,5.98,23,2022-03-01 15:50:54,y,58.74,28426.0,4.2,92.0,23.0,no,Coppenrath,no,no,2024/05/22 12:52,0
B00AVVV8YU,5.98,51,2022-03-01 15:58:37,y,22.37,16201.0,4.4,493.0,51.0,no,Coppenrath,no,no,2024/05/12 03:44,0
B00AVVV7UU,5.98,66,2022-03-01 16:25:32,y,0.0,16201.0,4.4,498.0,66.0,no,Coppenrath,no,no,2024/06/01 17:50,0
B00DE5YQ6W,5.98,45,2022-03-01 16:47:44,y,92.13,25826.0,4.2,203.0,45.0,no,Coppenrath,no,no,2024/06/04 04:24,0
B00SR9XE2W,6.49,93,2022-03-01 17:09:06,y,76.16,76534.0,4.1,78.0,93.0,no,Coppenrath,no,no,2024/05/22 22:52,0
B004YXNHD6,5.29,90,2022-03-03 20:56:36,y,97.78,119655.0,4.4,105.0,10.0,yes,UNIVER,yes,no,2024/04/25 23:34,1
B07DPT9CJ1,5.89,27,2022-03-08 08:08:30,y,98.21,119655.0,5.0,16.0,27.0,no,ebaney,no,no,2024/02/16 18:14,0
B076BWG3WQ,12.49,41,2022-03-15 13:03:42,y,0.22,25086.0,4.5,115.0,41.0,no,Dreambaby,no,no,2024/04/21 20:40,0
B0140GHYSA,6.48,94,2022-03-19 23:30:52,y,69.76,67972.0,4.4,497.0,94.0,no,Coppenrath,no,no,2024/05/22 15:54,0
B00R0SXFDE,8.03,0,2022-04-13 10:38:07,y,88.91,9754.0,4.3,142.0,126.0,no,Brandt,no,no,2024/06/04 10:48,1
B009K42L7W,5.89,37,2022-04-15 19:43:14,y,5.88,42686.0,5.0,1.0,37.0,no,Vivil,no,no,2024/04/17 09:40,1
B09WMZHB97,5.99,10,2022-04-15 19:46:46,y,75.76,164706.0,1.0,1.0,4.0,no,n.v.,no,no,2023/07/28 08:12,1
B09WR2G4VG,5.99,0,2022-04-15 19:51:59,y,0.0,221187.0,0.0,0.0,0.0,no,n.v.,no,no,2024/05/22 19:36,0
B00IQ1LDFG,4.97,28,2022-04-15 19:56:20,y,96.0,198775.0,4.4,15.0,28.0,no,Vivil,no,no,2024/05/31 09:04,1
B08VW2TLQJ,19.49,0,2022-04-19 10:17:51,y,84.54,72423.0,4.6,19.0,42.0,no,Ketschup,no,no,2024/04/26 08:16,1
B0140F535C,7.99,0,2022-04-19 10:21:01,y,0.0,92114.0,4.4,250.0,0.0,no,HELA,yes,no,2024/06/02 12:56,0
B006NXJVRQ,7.84,0,2022-04-19 10:24:12,y,0.0,1253.0,4.7,1479.0,20.0,yes,HELA,yes,yes,2024/06/04 01:18,1
B00AHD2FJE,8.89,0,2022-04-19 23:07:55,y,27.44,9506.0,4.6,513.0,0.0,no,HELA,yes,no,2024/05/26 15:52,0
B004V2SITI,8.79,0,2022-04-21 17:20:36,y,0.0,3043.0,4.6,959.0,0.0,yes,HELA,yes,yes,2024/06/01 00:36,1
B09Z8FTJWD,4.99,0,2022-04-30 15:58:01,y,99.14,47845.0,4.2,17.0,60.0,yes,Univer Zrt.,yes,no,2024/04/01 05:24,1
B09XN6MDG1,7.98,0,2022-05-05 13:36:10,y,92.35,14655.0,3.6,21.0,0.0,no,HELA,no,no,2011/01/01 01:00,1
B0140F5GH2,7.99,0,2022-05-05 13:44:18,y,10.34,98929.0,4.4,34.0,0.0,no,HELA,yes,no,2024/05/02 07:44,0
B0073D1LTG,9.98,0,2022-05-12 09:37:20,y,36.97,89303.0,4.8,35.0,0.0,no,Teekanne,no,no,2024/06/03 10:40,0
B091K1LBD2,34.85,2,2022-05-16 14:02:56,y,87.86,40271.0,4.7,467.0,23.0,no,Softlan,no,no,2024/06/04 09:44,1
B00775NIXC,17.95,0,2022-05-18 10:42:22,y,71.55,52301.0,4.7,613.0,0.0,no,Nesquik,yes,no,2024/05/21 14:12,0
B08L4FW6XC,12.79,0,2022-05-27 20:33:39,y,0.0,52482.0,4.7,609.0,0.0,no,Nesquik,no,no,2024/03/27 13:00,0
B06W5WSGPX,12.29,0,2022-05-28 22:32:48,y,6.47,52954.0,0.0,0.0,0.0,no,Nesquik,no,no,2011/01/01 01:00,1
B0B2V758N6,9.95,0,2022-05-31 23:19:16,y,100.0,81187.0,3.9,62.0,0.0,no,Ben's Garden,yes,no,2023/12/12 23:08,0
B0B2VG62CD,15.49,0,2022-05-31 23:20:34,y,100.0,81187.0,3.8,60.0,0.0,no,Ben's Garden,yes,no,2023/12/03 14:48,0
B00DVFMZEU,9.49,65,2022-06-18 19:55:30,y,61.54,136089.0,2.3,2.0,23.0,no,Fruit Tea,no,no,2024/06/01 15:12,1
B008CK6B3U,4.99,0,2022-06-18 19:59:26,y,90.05,30663.0,4.5,165.0,0.0,no,Teekanne,no,no,2024/05/31 15:22,0
B00GS64Y4I,13.09,0,2022-07-18 10:47:13,y,7.73,21199.0,4.3,435.0,16.0,no,Nutella,no,no,2024/05/24 05:14,1
B0095H9NHK,12.85,0,2022-07-18 10:55:14,y,0.0,40912.0,4.3,270.0,0.0,no,Ferrero,no,no,2024/06/03 15:12,1
B06WD8YJL2,9.95,3,2022-07-18 11:43:41,y,0.0,196187.0,5.0,1.0,10.0,no,Gülcan,no,no,2023/09/22 18:56,1
B07ST6YZG9,23.47,48,2022-07-20 21:54:44,y,27.34,42227.0,4.5,72.0,42.0,no,Softlan,no,no,2024/06/04 00:04,1
B00VOCBLMY,23.47,22,2022-07-20 22:05:31,y,30.0,45366.0,4.6,124.0,47.0,no,Softlan,no,no,2024/06/04 10:56,1
B07FJQRM5R,8.95,0,2022-07-20 22:07:48,y,8.25,51882.0,4.6,1206.0,200.0,no,Softlan,no,no,2024/06/04 07:32,1
B014LD6F7I,14.79,47,2022-07-20 22:13:19,y,57.46,68335.0,4.3,23.0,47.0,no,Softlan,no,no,2024/06/03 17:30,1
B014SY8BRC,16.89,47,2022-07-22 17:04:02,y,0.0,35071.0,4.7,1238.0,47.0,no,Tempo,yes,no,2024/05/31 17:08,0
B07LFDLVFS,4.42,0,2022-07-26 15:49:06,y,86.15,144982.0,4.3,10.0,0.0,no,MAKJUNS,no,no,2024/04/29 09:20,0
B07LF6MSBM,6.89,0,2022-07-26 16:47:51,y,2.23,29755.0,4.0,16.0,85.0,no,Mamas Babydream,no,no,2024/05/29 19:48,1
B0794QPVBX,26.49,34,2022-07-27 21:04:20,y,15.68,16705.0,4.6,6993.0,2.0,no,Tempo,no,no,2024/06/04 10:38,1
B078YFV1W3,6.89,0,2022-08-01 16:03:28,y,4.03,16641.0,4.2,157.0,99.0,no,Babylove,no,no,2024/06/04 01:38,1
B07JJTXW75,14.49,0,2022-08-01 16:16:15,y,3.49,28119.0,4.5,191.0,0.0,no,Babylove,no,no,2024/06/04 01:38,0
B014T9BH18,23.47,32,2022-08-04 22:13:21,y,16.9,120551.0,4.7,23.0,32.0,no,Softlan,no,no,2024/06/04 08:36,1
B00EWO3W28,22.76,33,2022-08-04 22:15:08,y,48.17,97902.0,4.2,33.0,33.0,no,Softlan,no,no,2024/06/01 00:12,1
B012DRIJBO,14.89,66,2022-08-04 22:18:53,y,43.75,119142.0,4.2,17.0,3.0,no,Softlan,no,no,2024/06/01 04:30,1
B091K1GPMC,36.95,14,2022-08-04 22:26:14,y,4.81,38533.0,4.7,467.0,24.0,no,Softlan,no,no,2024/04/29 02:40,1
B00VOC7WUE,20.84,5,2022-08-04 22:43:10,y,69.79,33556.0,4.4,131.0,32.0,no,Softlan,no,no,2024/06/01 12:00,1
B0B99NZYDK,26.95,0,2022-08-10 22:31:07,y,100.0,81187.0,3.7,58.0,0.0,no,Ben's Garden,no,no,2023/11/12 19:56,0
B00BMN90R8,19.95,0,2022-08-14 15:26:03,y,13.98,24135.0,4.4,219.0,0.0,no,Coppenrath,no,no,2024/05/22 23:12,0
B00BMN9046,22.49,0,2022-08-14 15:37:08,y,13.5,35735.0,4.4,174.0,0.0,no,Coppenrath,no,no,2024/05/02 23:04,0
B07QXRM5QF,22.49,0,2022-08-14 15:39:01,y,3.27,16606.0,4.4,497.0,651.0,no,Coppenrath,no,no,2024/04/08 03:00,1
B013SSE4DO,17.89,0,2022-08-14 15:44:36,y,11.81,16606.0,4.4,497.0,0.0,no,Coppenrath,no,no,2024/05/02 17:56,0
B08BPB2F58,22.49,0,2022-08-14 15:48:06,y,0.0,17895.0,4.1,53.0,1000.0,no,Coppenrath,no,no,2024/06/04 10:56,1
B010AJZ604,7.75,4,2022-08-21 15:51:52,y,7.69,63222.0,5.0,4.0,10.0,no,Gülcan,no,no,2024/06/04 02:08,1
B08WQQQCTY,32.89,0,2022-08-22 19:17:55,y,0.0,26661.0,4.7,1121.0,0.0,no,Ariel,no,no,2024/06/01 18:08,0
B00ADWZDOI,12.49,0,2022-08-25 19:30:57,y,27.93,57295.0,4.3,82.0,0.0,no,HARIBO,no,no,2024/05/30 18:00,0
B07HB41LVZ,24.89,9,2022-08-25 20:26:15,y,0.0,178874.0,4.6,10.0,9.0,no,WC-Ente,no,no,2024/05/15 14:36,0
B06XGBZ4DT,14.39,20,2022-08-25 20:30:34,y,0.0,188061.0,3.9,7.0,21.0,no,WC-Ente,no,no,2024/05/11 20:26,1
B06XGBZ4DR,26.89,41,2022-08-25 20:32:45,y,8.11,63987.0,4.7,5.0,52.0,no,WC-Ente,no,no,2024/05/13 12:48,1
B087XF98T2,43.89,6,2022-08-25 20:36:07,y,65.67,180443.0,4.4,31.0,6.0,no,WC-Ente,no,no,2024/05/28 22:40,1
B08GCYJNBR,6.89,188,2022-08-25 20:44:07,y,5.16,1401.0,4.6,1416.0,5.0,yes,WC-Ente,yes,yes,2024/06/03 14:42,1
B003VYKCAA,2.55,84,2022-08-25 20:46:20,y,0.0,1401.0,4.6,1416.0,84.0,no,WC-Ente,no,no,2024/06/04 10:46,0
B07HTP7N7J,6.89,55,2022-08-25 20:48:26,y,0.94,1572.0,4.6,1416.0,5.0,yes,WC-Ente,yes,no,2024/06/02 13:14,1
B003R7KX5K,38.4,0,2022-09-01 16:45:56,y,0.52,44594.0,4.4,25.0,330.0,no,Brandt,no,no,2024/05/29 04:38,1
B09P3RPQRS,8.25,561,2022-09-09 09:21:52,y,79.33,46891.0,4.0,26.0,561.0,no,kenparazzi,no,no,2024/06/04 10:56,1
B08MZ67Q3X,8.95,0,2022-09-11 17:31:32,y,84.32,61791.0,4.4,251.0,0.0,no,HELA,no,no,2021/05/15 18:28,1
B09RR5FXMK,2.97,0,2022-09-20 21:41:54,y,2.87,4162.0,4.4,1480.0,0.0,no,Pringles,yes,no,2024/06/04 10:36,0
B09RR53FHM,2.99,0,2022-09-20 21:44:37,y,7.35,26946.0,3.8,212.0,0.0,no,Pringles,yes,no,2024/05/31 21:54,0
B09RR3SZQS,2.99,0,2022-09-20 21:46:44,y,14.52,4893.0,4.2,239.0,0.0,no,Pringles,no,no,2024/05/25 07:08,0
B09RR3TJT9,7.86,0,2022-09-20 21:47:57,y,10.6,23357.0,4.3,244.0,0.0,no,Pringles,yes,no,2024/06/03 07:14,0
B09RR5FJP5,6.99,0,2022-09-20 22:03:59,y,6.29,7613.0,4.2,520.0,0.0,no,Pringles,yes,no,2024/05/31 21:16,0
B0B5ZPDGHR,15.9,400,2022-09-21 20:51:00,y,3.14,1293.0,4.4,939.0,1.0,yes,BIOBLAS,yes,yes,2024/06/02 10:44,1
B0B5ZPPHB4,19.4,382,2022-09-21 20:56:12,y,21.62,1318.0,4.4,939.0,238.0,yes,BIOBLAS,yes,yes,2024/05/03 22:12,1
B08CNKGGG8,22.89,42,2022-09-22 19:02:30,y,100.0,68732.0,4.2,12.0,3.0,no,Fersan,no,no,2024/05/23 21:42,1
B08CNJ845W,30.89,40,2022-09-22 19:05:24,y,100.0,85086.0,4.1,16.0,2.0,no,Fersan,no,no,2024/05/25 06:02,1
B0BG6C5W29,20.49,154,2022-09-22 20:01:59,y,99.4,19439.0,4.8,26.0,40.0,yes,BIOBLAS,yes,no,2024/05/31 14:56,1
B078NFQKN1,14.06,0,2022-10-13 22:43:43,y,18.8,5225.0,4.4,218.0,109.0,no,Bioxsine,no,no,2024/05/29 08:20,1
B07NGPMK8B,24.9,0,2022-10-13 22:46:26,y,50.3,30261.0,4.2,398.0,0.0,no,Bioxsine,no,no,2024/06/02 23:08,0
B093VFHMDW,26.0,59,2022-10-13 22:55:56,y,42.34,35300.0,4.1,34.0,59.0,yes,Bioxsine,yes,yes,2024/05/30 10:00,1
B09V34CGGM,25.0,41,2022-10-13 22:58:28,y,29.54,70492.0,4.0,21.0,39.0,no,Bioxsine,no,no,2024/03/29 12:44,1
B00HKMJ0BQ,13.49,120,2022-10-13 23:01:50,y,0.0,26341.0,4.1,48.0,10.0,no,Bioxsine,no,no,2024/04/09 16:18,1
B09RR3LS8W,2.99,0,2022-10-17 13:06:55,y,0.0,75157.0,4.0,56.0,0.0,no,Pringles,yes,no,2024/05/14 23:54,0
B075D8KGT2,5.69,0,2022-10-18 12:06:02,y,0.0,176485.0,5.0,7.0,0.0,no,Kinder,no,no,2023/12/19 10:04,0
B0B466H784,21.89,0,2022-10-18 12:13:39,y,0.0,35976.0,4.3,324.0,0.0,no,Kinder,yes,no,2024/05/31 22:16,0
B01HTGUVPQ,14.49,0,2022-10-18 12:30:14,y,1.08,53290.0,4.7,152.0,0.0,no,Kinder,yes,no,2024/03/10 20:04,0
B07FNV9SY8,13.89,98,2022-10-20 19:50:59,y,87.5,74333.0,4.3,90.0,10.0,no,Bioxsine,no,no,2024/05/12 19:20,1
B00G0T5MI0,8.95,0,2022-10-25 22:32:38,y,69.91,21037.0,4.4,140.0,0.0,no,HELA,yes,no,2024/06/01 12:52,0
B0BKTP9NM9,14.67,29,2022-10-28 19:33:05,y,86.04,156336.0,4.2,7.0,34.0,no,BIOBLAS,no,no,2024/04/27 01:48,1
B0846S8FNT,9.89,0,2022-10-28 19:57:18,y,39.74,8128.0,4.6,208.0,63.0,yes,BabyDream,yes,no,2024/06/04 10:56,1
B01MXD6MX9,22.49,0,2022-10-31 19:10:43,y,1.2,51501.0,4.3,116.0,0.0,no,RIEGELEIN,yes,no,2024/02/01 07:32,0
B00FRHPL6E,22.79,0,2022-10-31 19:13:01,y,0.0,98918.0,4.6,51.0,0.0,no,Riegelein und Sohn GmbH & Co. KG,no,no,2023/12/12 03:28,0
B01MXD77AI,22.49,0,2022-10-31 19:30:28,y,14.19,60156.0,4.2,67.0,0.0,no,Riegelein,yes,no,2024/04/08 23:36,0
